EURUSD.Close	EURUSD.High	EURUSD.Low	USDJPY.Close	USDJPY.High	USDJPY.Low	USDCHF.Close	USDCHF.High	USDCHF.Low	GBPUSD.Close	GBPUSD.High	GBPUSD.Low	USDCAD.Close	USDCAD.High	USDCAD.Low	EURGBP.Close	EURGBP.High	EURGBP.Low	EURJPY.Close	EURJPY.High	EURJPY.Low	EURCHF.Close	EURCHF.High	EURCHF.Low	AUDUSD.Close	AUDUSD.High	AUDUSD.Low	GBPJPY.Close	GBPJPY.High	GBPJPY.Low	CHFJPY.Close	CHFJPY.High	CHFJPY.Low	GBPCHF.Close	GBPCHF.High	GBPCHF.Low	NZDUSD.Close	NZDUSD.High	NZDUSD.Low
2011-05-31	1.4386	1.4424	1.4282	81.44	81.77	80.69	0.8524	0.855	0.8463	1.645	1.6546	1.6423	0.9685	0.9769	0.9652	0.8744	0.8751	0.867	117.19	117.79	115.63	1.2267	1.2317	1.2159	1.0668	1.0756	1.0637	134	135.12	133.33	95.51	96.1	94.97	1.4026	1.412	1.3991	0.8236	0.8262	0.8158
2011-06-01	1.4345	1.4458	1.4339	80.95	81.52	80.66	0.8427	0.8546	0.8379	1.6342	1.6495	1.6334	0.9757	0.976	0.9664	0.8777	0.8809	0.8743	116.12	117.7	116.08	1.2087	1.2323	1.2087	1.062	1.0753	1.0619	132.29	134.36	132.17	96.04	96.35	95.16	1.3771	1.4066	1.3746	0.8168	0.8257	0.8163
2011-06-02	1.4484	1.4513	1.4321	80.88	81.32	80.56	0.8418	0.8455	0.84	1.6359	1.6418	1.6304	0.9757	0.9809	0.9745	0.885	0.8863	0.8771	117.16	117.34	115.85	1.2198	1.2229	1.2069	1.0676	1.0689	1.0585	132.3	132.85	131.81	96.02	96.36	95.68	1.3778	1.3839	1.3734	0.8165	0.818	0.8105
2011-06-03	1.4625	1.4642	1.4451	80.23	81.01	80.03	0.835	0.845	0.8331	1.6435	1.6438	1.6284	0.9772	0.9851	0.9742	0.8899	0.8923	0.8847	117.36	117.59	115.94	1.2219	1.2255	1.2109	1.0727	1.0773	1.0593	131.9	132.59	130.69	96.04	96.45	95.35	1.3731	1.3811	1.3619	0.8163	0.8193	0.8065
2011-06-06	1.4568	1.4658	1.4555	80.09	80.38	79.95	0.8366	0.8386	0.8325	1.6346	1.6459	1.6339	0.9801	0.9816	0.9765	0.891	0.8938	0.8893	116.69	117.7	116.58	1.2186	1.2261	1.2188	1.0711	1.0767	1.0689	130.93	132.27	130.83	95.71	96.37	95.53	1.3676	1.3753	1.3673	0.8138	0.8181	0.8115
2011-06-07	1.4685	1.4696	1.4561	79.99	80.33	79.98	0.8357	0.8394	0.8322	1.6442	1.647	1.6322	0.9741	0.9809	0.9728	0.8932	0.8946	0.8907	117.52	117.89	116.77	1.2282	1.2317	1.2168	1.0722	1.0748	1.0668	131.57	132.08	130.9	95.67	96.33	95.55	1.375	1.3802	1.3641	0.8209	0.823	0.8133
2011-06-08	1.4573	1.4693	1.4564	79.88	80.26	79.67	0.8363	0.8381	0.8343	1.6396	1.6446	1.6346	0.9796	0.982	0.9735	0.8888	0.8975	0.8886	116.42	117.85	116.3	1.2187	1.23	1.2178	1.0615	1.0723	1.0584	130.98	131.94	130.5	95.5	95.92	95.26	1.3711	1.3771	1.3666	0.8146	0.8213	0.8138
2011-06-09	1.4517	1.4651	1.4476	80.27	80.42	79.81	0.8406	0.8444	0.8352	1.637	1.6466	1.6356	0.9726	0.9812	0.9721	0.8865	0.8918	0.8847	116.52	117.45	115.94	1.2207	1.2304	1.2192	1.0636	1.0662	1.056	131.4	131.96	130.94	95.44	96.01	94.95	1.3764	1.3822	1.3708	0.8274	0.83	0.8171
2011-06-10	1.4337	1.455	1.432	80.27	80.46	79.95	0.8423	0.8432	0.8393	1.6231	1.6382	1.6217	0.9775	0.9796	0.9708	0.8834	0.8919	0.8829	115.12	116.87	114.96	1.208	1.2231	1.2059	1.0552	1.0652	1.0524	130.31	131.66	129.82	95.28	95.61	94.89	1.3675	1.3781	1.3646	0.8205	0.8279	0.8202
2011-06-13	1.4411	1.443	1.4319	80.17	80.69	80.08	0.8368	0.8467	0.835	1.638	1.6384	1.6214	0.9761	0.9798	0.9748	0.8796	0.8843	0.8798	115.56	115.77	115.03	1.2065	1.2137	1.2005	1.0602	1.0637	1.0518	131.32	131.45	130.3	95.75	96.14	95.09	1.3707	1.374	1.3618	0.8155	0.8218	0.8107
2011-06-14	1.4449	1.4498	1.4376	80.43	80.63	80.07	0.8452	0.8456	0.8345	1.6369	1.6441	1.6354	0.9689	0.9771	0.9671	0.8826	0.8843	0.8785	116.24	116.7	115.28	1.221	1.2254	1.2015	1.0672	1.0715	1.0564	131.68	132.34	131.08	95.16	96.22	95.17	1.3834	1.3866	1.3669	0.8174	0.8214	0.8134
2011-06-15	1.4173	1.4454	1.4154	80.96	81.06	80.35	0.8529	0.8551	0.844	1.6169	1.6384	1.6166	0.9787	0.9828	0.9667	0.8762	0.8827	0.875	114.74	116.53	114.57	1.2089	1.2244	1.2083	1.0558	1.0713	1.0531	130.9	132.05	130.7	94.88	95.4	94.68	1.3793	1.392	1.3782	0.8047	0.8205	0.8028
2011-06-16	1.4176	1.4201	1.4071	80.66	81.03	80.46	0.8493	0.8549	0.8474	1.6138	1.6227	1.6076	0.9835	0.9898	0.9769	0.8783	0.879	0.8723	114.33	115.08	113.51	1.204	1.2126	1.1947	1.0533	1.0591	1.0473	130.16	131.39	129.77	94.94	95.22	94.51	1.3706	1.3845	1.3648	0.8023	0.8072	0.7968
2011-06-17	1.4289	1.4339	1.4124	80.05	80.68	80	0.8488	0.851	0.8438	1.6165	1.6195	1.6092	0.9808	0.9868	0.9772	0.8837	0.8856	0.8769	114.36	114.81	113.73	1.2126	1.2146	1.1986	1.06	1.0634	1.0501	129.35	130.5	129.38	94.29	95.16	94.3	1.3718	1.3747	1.3645	0.812	0.8137	0.8011
2011-06-20	1.43	1.4327	1.4189	80.23	80.36	80	0.8466	0.8518	0.8403	1.6199	1.6235	1.6107	0.98	0.9849	0.9777	0.8826	0.8843	0.8791	114.74	114.99	113.6	1.2105	1.2142	1.2019	1.0564	1.0617	1.0492	129.98	130.23	128.94	94.77	95.41	94.14	1.3711	1.3743	1.3627	0.8083	0.8118	0.8035
2011-06-21	1.4406	1.4422	1.4304	80.15	80.34	80.02	0.8408	0.846	0.8396	1.6239	1.6253	1.6165	0.9725	0.9805	0.9708	0.887	0.888	0.8827	115.45	115.55	114.67	1.2112	1.2148	1.2071	1.0598	1.0619	1.0528	130.16	130.37	129.68	95.31	95.37	94.85	1.3654	1.371	1.364	0.8112	0.8146	0.8076
2011-06-22	1.4355	1.4441	1.4343	80.32	80.38	79.98	0.8391	0.8432	0.8337	1.6068	1.6261	1.6067	0.9727	0.9753	0.9697	0.8934	0.8953	0.8848	115.31	115.82	115.16	1.2048	1.2149	1.2028	1.0573	1.065	1.0563	129.06	130.53	128.98	95.66	95.99	95.12	1.3483	1.3697	1.346	0.8143	0.8193	0.8101
2011-06-23	1.4237	1.4338	1.4125	80.56	80.79	80.27	0.838	0.8438	0.8361	1.5991	1.607	1.5937	0.9791	0.9823	0.971	0.8902	0.8932	0.885	114.71	115.39	113.85	1.1931	1.2071	1.1848	1.0508	1.0571	1.0451	128.81	129.31	128.5	96.12	96.29	95.43	1.3397	1.3524	1.3359	0.8128	0.8177	0.8078
2011-06-24	1.417	1.4309	1.4139	80.45	80.6	80.11	0.8374	0.8394	0.8336	1.5969	1.6046	1.5949	0.9873	0.9886	0.9767	0.8874	0.8928	0.886	114.02	114.89	113.77	1.1869	1.1964	1.1845	1.0496	1.06	1.0482	128.5	129.03	128.26	96.05	96.23	95.75	1.3373	1.3438	1.3356	0.8098	0.8172	0.809
2011-06-27	1.428	1.4293	1.4101	80.88	80.98	80.35	0.8358	0.8384	0.8314	1.598	1.6011	1.5912	0.9866	0.9913	0.9855	0.8936	0.8943	0.8859	115.5	115.6	113.86	1.1938	1.1958	1.1818	1.0437	1.0487	1.0386	129.24	129.55	128.32	96.74	97.24	96.29	1.3358	1.3378	1.3293	0.8054	0.8081	0.7998
2011-06-28	1.4354	1.4397	1.4234	81.14	81.26	80.63	0.8324	0.8357	0.8271	1.5985	1.6044	1.591	0.9826	0.9885	0.9814	0.8977	0.8984	0.8928	116.46	116.67	115.13	1.1946	1.1959	1.1865	1.0533	1.0543	1.0431	129.68	129.95	128.67	97.46	97.63	96.68	1.3301	1.3357	1.3264	0.8114	0.8124	0.8022
2011-06-29	1.4428	1.4447	1.4325	80.85	81.18	80.54	0.8349	0.8368	0.8295	1.6059	1.6074	1.5968	0.9706	0.9825	0.9685	0.8985	0.9014	0.8945	116.65	117.16	115.9	1.2047	1.2062	1.1926	1.0673	1.0679	1.0515	129.84	130.08	129.12	96.82	97.67	96.56	1.3404	1.3424	1.3268	0.8233	0.8235	0.8096
2011-06-30	1.4514	1.4538	1.4424	80.52	80.87	80.23	0.8401	0.8463	0.8303	1.6058	1.6117	1.5971	0.964	0.97	0.9622	0.9038	0.9068	0.8984	116.88	117.19	116.13	1.2199	1.2246	1.2034	1.0725	1.0749	1.0663	129.31	129.85	128.42	95.79	96.96	95.52	1.3495	1.3547	1.3322	0.8279	0.8318	0.8241
2011-07-01	1.4521	1.4551	1.4434	80.83	81.14	80.51	0.8483	0.8525	0.8399	1.6072	1.6095	1.5987	0.959	0.965	0.9583	0.9035	0.9083	0.9016	117.41	117.46	116.76	1.2318	1.2322	1.2186	1.0779	1.079	1.0669	129.93	130.07	129.06	95.29	96.02	95.09	1.3632	1.3654	1.3484	0.8279	0.8293	0.8236
2011-07-04	1.4529	1.4577	1.4489	80.78	80.9	80.52	0.8476	0.8503	0.846	1.6088	1.614	1.6051	0.96	0.9617	0.9576	0.903	0.9069	0.9002	117.41	117.75	117	1.232	1.2349	1.2305	1.0732	1.0785	1.0708	129.93	130.14	129.65	95.23	95.44	94.84	1.3634	1.3701	1.36	0.8291	0.8309	0.8261
2011-07-05	1.4421	1.4553	1.4395	81.03	81.19	80.69	0.8407	0.8506	0.8383	1.6057	1.6128	1.5989	0.9625	0.9636	0.959	0.8979	0.9049	0.8972	116.89	117.61	116.7	1.2127	1.2339	1.2099	1.0689	1.0746	1.0659	130.15	130.84	129.74	96.37	96.6	95.22	1.3501	1.3652	1.3479	0.8254	0.8325	0.8247
2011-07-06	1.43	1.4466	1.4283	80.94	81.12	80.75	0.8397	0.8442	0.836	1.5989	1.609	1.5946	0.9654	0.9694	0.961	0.8941	0.9018	0.8941	115.75	117.05	115.54	1.2013	1.2172	1.1968	1.0678	1.0733	1.065	129.42	130.29	128.99	96.35	96.64	95.9	1.3427	1.3518	1.3361	0.8252	0.83	0.8233
2011-07-07	1.4351	1.4374	1.4219	81.2	81.41	80.77	0.8443	0.8495	0.8377	1.5963	1.6017	1.5945	0.9586	0.9666	0.9565	0.8987	0.8996	0.8904	116.54	116.8	115.54	1.2121	1.2144	1.1976	1.0771	1.0776	1.0682	129.64	130.13	129.11	96.14	96.59	95.8	1.348	1.3567	1.3388	0.8325	0.8329	0.8249
2011-07-08	1.4249	1.4368	1.4204	80.64	81.48	80.48	0.8371	0.8519	0.8357	1.6039	1.6077	1.593	0.9607	0.9665	0.9569	0.8882	0.9001	0.8865	114.91	116.81	114.66	1.1929	1.217	1.1907	1.0747	1.0788	1.0699	129.34	130.02	128.88	96.3	96.45	95.49	1.3426	1.3584	1.3402	0.8363	0.8366	0.8284
2011-07-11	1.4017	1.4227	1.3984	80.29	80.83	80.07	0.8354	0.8387	0.8326	1.5902	1.6041	1.588	0.9688	0.9695	0.9612	0.8813	0.8891	0.8796	112.54	114.76	112.36	1.171	1.1919	1.1671	1.0639	1.0732	1.0627	127.67	129.42	127.45	96.08	96.59	95.93	1.3287	1.3439	1.3254	0.8278	0.8359	0.827
2011-07-12	1.3968	1.4062	1.3835	79.41	80.38	79.16	0.8308	0.8397	0.8278	1.5912	1.5948	1.578	0.9655	0.9778	0.9622	0.8778	0.8839	0.8749	110.92	112.95	109.59	1.1604	1.1751	1.1554	1.0591	1.0664	1.0521	126.35	127.86	125.14	95.57	96.12	94.83	1.3218	1.3324	1.3156	0.8186	0.8302	0.8106
2011-07-13	1.4139	1.4192	1.3949	78.94	79.58	78.86	0.8177	0.833	0.8172	1.6104	1.612	1.5909	0.9597	0.9667	0.9575	0.8777	0.8848	0.8763	111.65	112.07	110.51	1.1564	1.1721	1.1565	1.073	1.0778	1.0571	127.13	127.38	126.06	96.54	96.56	95.29	1.3167	1.3275	1.3164	0.8348	0.8385	0.8156
2011-07-14	1.4131	1.4281	1.4113	79.15	79.57	78.45	0.8168	0.8199	0.8082	1.6134	1.6191	1.6092	0.9605	0.9616	0.9545	0.8759	0.8832	0.8755	111.89	112.9	111.66	1.1545	1.1648	1.1501	1.071	1.0785	1.069	127.74	128.17	126.85	96.91	97.69	96.57	1.3178	1.3215	1.3077	0.8405	0.8505	0.8385
2011-07-15	1.4145	1.4199	1.409	79.06	79.27	78.87	0.8127	0.8191	0.8118	1.613	1.6174	1.6075	0.9542	0.9624	0.9517	0.8767	0.8795	0.8745	111.85	112.34	111.36	1.1497	1.1597	1.1499	1.065	1.0745	1.0617	127.52	128.03	127.2	97.25	97.27	96.63	1.311	1.3202	1.311	0.8463	0.8468	0.8375
2011-07-18	1.4102	1.4133	1.4009	79.02	79.17	78.91	0.8178	0.8193	0.809	1.6038	1.6131	1.6003	0.9592	0.9635	0.9534	0.8792	0.8795	0.8705	111.45	111.85	110.65	1.1532	1.1537	1.1405	1.0596	1.0653	1.0556	126.76	127.66	126.67	96.62	97.7	96.5	1.3116	1.3166	1.3049	0.8437	0.849	0.8404
2011-07-19	1.4134	1.4217	1.4067	79.19	79.28	78.79	0.8242	0.8277	0.8149	1.6116	1.6176	1.604	0.9507	0.9601	0.9479	0.8769	0.8808	0.8757	111.94	112.31	111.17	1.1653	1.1688	1.1517	1.0719	1.074	1.0596	127.65	127.74	126.84	96.05	96.91	95.77	1.3286	1.3337	1.3106	0.8555	0.8572	0.8426
2011-07-20	1.4227	1.424	1.413	78.75	79.31	78.69	0.8196	0.8254	0.8174	1.6163	1.6167	1.6067	0.9471	0.9512	0.9454	0.8801	0.8829	0.877	112.04	112.34	111.67	1.1657	1.1692	1.1608	1.0741	1.076	1.0705	127.29	127.84	126.72	96.1	96.36	95.77	1.3239	1.3303	1.3202	0.8563	0.8567	0.8521
2011-07-21	1.4375	1.4417	1.4137	78.48	79.03	78.31	0.8166	0.8237	0.8155	1.6297	1.6323	1.612	0.9451	0.9493	0.942	0.8821	0.8838	0.8762	112.81	113.14	111.48	1.1743	1.18	1.1613	1.0832	1.0856	1.069	127.89	128.2	127.03	96.06	96.21	95.67	1.331	1.3374	1.3236	0.8622	0.8642	0.8534
2011-07-22	1.4361	1.4437	1.4322	78.39	78.72	78.25	0.8176	0.8246	0.815	1.6299	1.6327	1.6263	0.9488	0.9529	0.9424	0.881	0.8854	0.8799	112.63	113.56	112.27	1.1744	1.1889	1.1696	1.0853	1.0874	1.0815	127.82	128.41	127.5	95.89	96.26	95.39	1.3326	1.3439	1.328	0.8642	0.8673	0.8578
2011-07-25	1.4373	1.4406	1.4323	78.28	78.55	78.02	0.8049	0.8154	0.8017	1.6296	1.6331	1.626	0.9453	0.9525	0.943	0.8817	0.8844	0.8798	112.51	112.99	112.01	1.1575	1.1714	1.1519	1.0843	1.0876	1.0791	127.57	128.05	127.11	97.19	97.46	96.16	1.3124	1.3284	1.306	0.8647	0.8676	0.8607
2011-07-26	1.451	1.4526	1.4355	77.93	78.59	77.81	0.801	0.8071	0.7997	1.6411	1.6428	1.6264	0.9428	0.9474	0.9403	0.8839	0.8883	0.8817	113.05	113.41	112.25	1.1622	1.1661	1.1546	1.0951	1.0969	1.0817	127.9	128.17	127.07	97.26	97.8	97.05	1.3147	1.3186	1.3072	0.8712	0.8742	0.8606
2011-07-27	1.4366	1.4536	1.4338	78.01	78.17	77.54	0.8018	0.8046	0.7989	1.6331	1.6439	1.631	0.9489	0.9506	0.9407	0.8797	0.8847	0.8773	112.09	113.22	111.95	1.1523	1.1649	1.1502	1.1018	1.108	1.0938	127.36	128.12	127.2	97.23	97.38	96.87	1.31	1.3193	1.3075	0.8696	0.8765	0.8676
2011-07-28	1.4306	1.44	1.4251	77.76	78.02	77.6	0.8021	0.805	0.7987	1.6339	1.6364	1.6293	0.9512	0.9516	0.9455	0.8753	0.8805	0.8736	111.25	112.09	110.82	1.1469	1.1535	1.1421	1.0983	1.1075	1.0977	127.06	127.4	126.72	97	97.32	96.72	1.3098	1.3152	1.3042	0.869	0.8754	0.8678
2011-07-29	1.4379	1.4413	1.4228	76.96	77.86	76.93	0.7882	0.8035	0.785	1.6427	1.647	1.6259	0.9551	0.9589	0.9483	0.8751	0.8784	0.8735	110.69	111.55	110.38	1.1328	1.1496	1.1301	1.0988	1.1016	1.0906	126.44	127.37	126.12	97.69	98.14	96.65	1.2936	1.3133	1.2902	0.8793	0.8794	0.8619
2011-08-01	1.4265	1.4453	1.4184	77.13	78	76.29	0.7829	0.7951	0.7729	1.6305	1.6475	1.6236	0.9555	0.9604	0.9488	0.8748	0.8804	0.8723	110.04	112.24	108.72	1.1169	1.145	1.1032	1.0969	1.1065	1.0918	125.77	128.49	124.23	98.48	99.02	97.14	1.2766	1.3088	1.2589	0.8764	0.884	0.8729
2011-08-02	1.4216	1.4283	1.4149	77.07	77.79	76.93	0.7647	0.7855	0.7639	1.631	1.6328	1.6222	0.9592	0.9618	0.9545	0.8715	0.8769	0.8699	109.58	110.99	109.21	1.0875	1.1204	1.0848	1.0815	1.1007	1.0793	125.71	126.93	125.34	100.78	100.85	98.53	1.2474	1.2807	1.2441	0.8673	0.8784	0.8657
2011-08-03	1.432	1.4344	1.4142	76.98	77.4	76.77	0.7685	0.7787	0.7623	1.6423	1.643	1.6249	0.9618	0.9647	0.9564	0.8719	0.8758	0.8694	110.23	110.61	109.07	1.1005	1.1147	1.0795	1.075	1.0785	1.0674	126.38	126.62	125.29	100.12	101.22	99.14	1.2617	1.2762	1.2411	0.8615	0.8678	0.857
2011-08-04	1.4132	1.4369	1.411	78.98	80.24	76.96	0.7672	0.78	0.7651	1.6262	1.6439	1.6255	0.9778	0.9791	0.96	0.869	0.875	0.8655	111.62	114.17	110.43	1.0846	1.114	1.0836	1.0491	1.0779	1.049	128.44	130.83	126.57	102.93	103.02	100	1.2475	1.2758	1.2459	0.8392	0.8669	0.8389
2011-08-05	1.4274	1.4297	1.4054	78.42	79.4	78.32	0.7656	0.7738	0.7578	1.6358	1.6396	1.6227	0.9781	0.9853	0.974	0.8725	0.8733	0.8644	111.94	112.32	110.37	1.0929	1.0981	1.0728	1.0466	1.0526	1.0371	128.28	129.03	127.42	102.33	103.88	101.42	1.2519	1.26	1.2384	0.8432	0.8465	0.8269
2011-08-08	1.4206	1.4401	1.4129	77.67	78.41	77.48	0.7549	0.765	0.7482	1.635	1.6471	1.6295	0.9916	0.9928	0.9779	0.8688	0.8749	0.8662	110.37	112.52	109.73	1.0727	1.0991	1.0623	1.0222	1.0437	1.0204	127.02	128.85	126.5	102.83	103.61	101.65	1.2343	1.2574	1.2247	0.8231	0.8421	0.8214
2011-08-09	1.4339	1.4346	1.415	76.83	77.85	76.68	0.718	0.7591	0.7085	1.6282	1.641	1.6174	0.9785	1.0009	0.9779	0.8804	0.8807	0.8679	110.18	110.63	109.12	1.03	1.084	1.0075	1.0332	1.0343	0.9924	125.09	127.03	124.55	106.84	108.41	101.98	1.1682	1.2435	1.1502	0.8352	0.836	0.7959
2011-08-10	1.4189	1.4401	1.416	76.85	77.3	76.33	0.7277	0.7323	0.7178	1.613	1.633	1.6121	0.9925	0.9945	0.9763	0.8796	0.8886	0.8759	109.04	111.25	108.31	1.0327	1.0515	1.0258	1.0231	1.04	1.0165	123.95	126.22	123.31	105.54	107.12	104.6	1.1733	1.192	1.1677	0.812	0.8407	0.8076
2011-08-11	1.424	1.4294	1.4101	76.87	77.22	76.29	0.7622	0.7686	0.7236	1.6232	1.6236	1.6109	0.9859	0.9968	0.9847	0.8772	0.8827	0.8737	109.46	109.75	108.03	1.0858	1.0917	1.0257	1.0353	1.0358	1.0108	124.77	124.79	123.41	100.79	106.17	99.92	1.237	1.2446	1.1685	0.8322	0.8329	0.8068
2011-08-12	1.4248	1.4291	1.4148	76.79	77.02	76.48	0.7765	0.7786	0.7546	1.6276	1.6312	1.6165	0.99	0.9917	0.9831	0.8753	0.8784	0.8732	109.42	109.6	108.52	1.1066	1.1095	1.0687	1.0344	1.0361	1.0242	125	125.19	123.97	98.8	101.59	98.68	1.2635	1.2676	1.2215	0.8321	0.8343	0.8175
2011-08-15	1.4442	1.4476	1.4259	76.8	77.09	76.56	0.7846	0.7997	0.7784	1.6383	1.6409	1.6255	0.9804	0.9906	0.9796	0.8814	0.8832	0.8756	110.93	111.02	109.61	1.1332	1.1457	1.116	1.0498	1.0513	1.0357	125.84	125.92	125.01	97.85	98.52	96.15	1.2852	1.303	1.2742	0.8323	0.839	0.8268
2011-08-16	1.4411	1.4471	1.4352	76.74	76.93	76.62	0.7935	0.795	0.7767	1.6471	1.6476	1.6321	0.9806	0.9871	0.9794	0.8748	0.8824	0.8739	110.6	111.05	110.08	1.1435	1.1482	1.1166	1.048	1.0513	1.0402	126.41	126.43	125.3	96.67	98.83	96.57	1.3067	1.3086	1.2695	0.8374	0.838	0.8267
2011-08-17	1.4439	1.4517	1.4323	76.46	76.83	76.38	0.7887	0.8011	0.7822	1.6549	1.659	1.6353	0.9804	0.9845	0.9771	0.8725	0.8808	0.8699	110.44	110.97	109.79	1.1393	1.1554	1.1221	1.055	1.0601	1.0429	126.57	126.98	125.32	96.9	97.9	95.67	1.3053	1.3215	1.2807	0.8373	0.8424	0.8305
2011-08-18	1.4325	1.4451	1.4269	76.54	76.7	76.42	0.7934	0.7986	0.7856	1.6503	1.6553	1.6419	0.9899	0.9937	0.9796	0.8677	0.8743	0.8676	109.62	110.71	109.25	1.1365	1.151	1.1241	1.0378	1.0557	1.0348	126.3	126.79	125.67	96.4	97.33	95.99	1.3092	1.3202	1.2931	0.8209	0.8378	0.8191
2011-08-19	1.4393	1.4452	1.4257	76.5	76.94	75.93	0.7865	0.7959	0.7805	1.6478	1.6618	1.6442	0.9885	0.9925	0.9823	0.8733	0.8735	0.8652	110.1	110.26	109.03	1.1324	1.139	1.1254	1.0403	1.0481	1.0311	126.06	126.8	125.74	97.17	97.67	96.14	1.2961	1.3119	1.2961	0.8176	0.8288	0.8167
2011-08-22	1.4369	1.4434	1.4345	76.74	77.19	76.53	0.79	0.7906	0.7835	1.6472	1.652	1.6434	0.9891	0.9918	0.9825	0.8723	0.8753	0.8697	110.31	110.9	110.03	1.1353	1.1382	1.1269	1.0424	1.0472	1.0357	126.41	127.32	126.16	97.11	98.04	97.09	1.3012	1.3031	1.2914	0.8259	0.8278	0.8151
2011-08-23	1.4437	1.4499	1.4351	76.67	76.93	76.39	0.7912	0.7919	0.785	1.6505	1.657	1.6452	0.9884	0.9909	0.9846	0.8745	0.8769	0.8701	110.73	111.1	110.09	1.1427	1.1432	1.1318	1.0516	1.0534	1.0382	126.55	126.97	126.17	96.84	97.53	96.83	1.3061	1.307	1.2975	0.8351	0.8366	0.8209
2011-08-24	1.4421	1.4481	1.4377	76.99	77.07	76.42	0.795	0.796	0.7873	1.6381	1.6533	1.6363	0.9868	0.9905	0.9836	0.8801	0.8812	0.8729	111.02	111.15	110.17	1.1466	1.1474	1.1371	1.0468	1.0529	1.0444	126.11	126.75	125.64	96.78	97.17	96.45	1.3019	1.3099	1.2938	0.8282	0.8352	0.8257
2011-08-25	1.4383	1.4474	1.4325	77.52	77.69	76.82	0.7929	0.7989	0.7908	1.6286	1.6397	1.626	0.9868	0.9887	0.9789	0.883	0.8835	0.8796	111.52	111.63	110.63	1.1406	1.1519	1.1401	1.0437	1.0513	1.042	126.28	126.54	125.77	97.7	97.78	96.62	1.2917	1.3052	1.2912	0.8277	0.8328	0.825
2011-08-26	1.4496	1.4501	1.4328	76.68	77.46	76.5	0.807	0.8157	0.7892	1.6349	1.6362	1.6207	0.9829	0.9923	0.9826	0.8867	0.8867	0.8831	111.15	111.56	110.09	1.1698	1.1735	1.1395	1.0578	1.0592	1.0462	125.36	126.19	124.48	95.01	97.64	94.45	1.3194	1.3237	1.2869	0.8398	0.8417	0.8284
2011-08-29	1.4512	1.4548	1.4464	76.82	77.02	76.51	0.816	0.8239	0.8067	1.6404	1.6455	1.6325	0.9775	0.9832	0.9737	0.8844	0.8881	0.8834	111.48	111.93	111.02	1.1844	1.197	1.1692	1.0652	1.066	1.0558	126	126.56	125.25	94.1	95.02	93.47	1.3388	1.3533	1.3187	0.8458	0.8469	0.8376
2011-08-30	1.4462	1.4533	1.4383	76.67	76.98	76.6	0.8193	0.8232	0.8119	1.6316	1.6419	1.6253	0.9772	0.9817	0.9754	0.8861	0.8876	0.8815	110.88	111.8	110.46	1.1852	1.1897	1.1754	1.0715	1.072	1.0617	125.11	126.34	124.66	93.56	94.42	93.23	1.3369	1.3439	1.328	0.8543	0.8558	0.8457
2011-08-31	1.4379	1.4468	1.4358	76.56	76.83	76.4	0.8058	0.8208	0.7992	1.6246	1.6333	1.6237	0.9783	0.9801	0.9721	0.885	0.8884	0.8827	110.11	110.88	109.92	1.1591	1.1849	1.1528	1.0698	1.072	1.0649	124.38	125.31	124.31	94.99	95.72	93.42	1.3094	1.3386	1.3036	0.8532	0.8571	0.8499
2011-09-01	1.427	1.4381	1.4224	76.82	77.24	76.64	0.7942	0.8086	0.7923	1.6174	1.6257	1.613	0.9756	0.9796	0.9733	0.8819	0.8857	0.8798	109.6	110.95	109.54	1.1336	1.1607	1.1322	1.0744	1.0764	1.0659	124.22	125.35	124.15	96.67	96.87	95.02	1.2848	1.313	1.2826	0.8508	0.8537	0.8469
2011-09-02	1.4192	1.4288	1.4182	76.8	76.97	76.54	0.7898	0.7959	0.7708	1.6222	1.6253	1.6171	0.9833	0.9846	0.9753	0.8749	0.8821	0.875	109	109.88	108.86	1.1211	1.1353	1.0997	1.0662	1.0733	1.0623	124.58	124.72	124.18	97.16	99.42	96.59	1.2812	1.2882	1.2524	0.8468	0.8544	0.8433
2011-09-05	1.4092	1.4172	1.4059	76.89	76.97	76.66	0.786	0.7912	0.7818	1.6096	1.6186	1.606	0.991	0.9933	0.985	0.8751	0.8789	0.8738	108.34	108.89	108.14	1.1077	1.1198	1.1016	1.055	1.0612	1.0508	123.75	124.42	123.52	97.77	98.36	97.11	1.2646	1.2794	1.258	0.8318	0.8449	0.8287
2011-09-06	1.3996	1.4275	1.3971	77.66	77.68	76.68	0.8617	0.8626	0.7837	1.594	1.618	1.5923	0.9898	0.9956	0.9862	0.878	0.8847	0.8733	108.7	109.94	107.86	1.2061	1.2167	1.102	1.0506	1.0626	1.0478	123.75	125.07	123.08	90.09	98.04	89.91	1.3731	1.3821	1.2609	0.8218	0.8386	0.8201
2011-09-07	1.409	1.4148	1.3992	77.31	77.71	77.04	0.859	0.8621	0.8536	1.5974	1.6039	1.5919	0.9857	0.9908	0.9846	0.8818	0.883	0.8771	108.93	109.09	108.26	1.2101	1.2109	1.2037	1.0636	1.0648	1.0479	123.47	123.88	123.2	89.97	90.4	89.79	1.3718	1.3757	1.3674	0.8299	0.8325	0.8226
